job_title,company_size,job_category,description,city,country,remote_work,annual_salary_usd,demand_score,posting_year,required_skills,source,url
AI Security Engineer,Startup (1-50),Security,Security - Cybersecurity|Red Teaming|Python|ML Security|Risk Analysis|Agile|SQL,Zurich,Switzerland,On-site,233000.0,80,2026,Cybersecurity|Red Teaming|Python|ML Security|Risk Analysis|Agile|SQL,Kaggle AI Jobs,
Senior ML Engineer,Startup (1-50),AI Engineering,AI Engineering - System Design|MLOps|LLM Fine-tuning|PyTorch|Distributed Systems|Python|Leadership|Linux|Statistics,Remote,Global,On-site,214000.0,96,2025,System Design|MLOps|LLM Fine-tuning|PyTorch|Distributed Systems|Python|Leadership|Linux|Statistics,Kaggle AI Jobs,
AI Compliance Manager,Mid-size (501-5000),Governance,Governance - Risk Management|Legal Knowledge|Auditing|Agile,San Francisco,USA,Fully Remote,240000.0,68,2026,Risk Management|Legal Knowledge|Auditing|Agile,Kaggle AI Jobs,
NLP Engineer,Startup (1-50),AI Engineering,AI Engineering - Text Processing|Python|LLMs|Transformers|Leadership,Los Angeles,USA,Fully Remote,145000.0,91,2025,Text Processing|Python|LLMs|Transformers|Leadership,Kaggle AI Jobs,
AI Business Analyst,Big Tech (FAANG+),Business,Business - Communication|Python|Data Visualization|Business Analysis|SQL|Leadership,Toronto,Canada,Fully Remote,177000.0,78,2026,Communication|Python|Data Visualization|Business Analysis|SQL|Leadership,Kaggle AI Jobs,
AI Agent Developer,Big Tech (FAANG+),AI Engineering,AI Engineering - LangChain|Planning Systems|Tool Use|Python|AutoGen|APIs|Linux|Research|SQL,Sydney,Australia,Hybrid,261000.0,96,2025,LangChain|Planning Systems|Tool Use|Python|AutoGen|APIs|Linux|Research|SQL,Kaggle AI Jobs,
AI Agent Developer,Enterprise (5000+),AI Engineering,AI Engineering - AutoGen|Tool Use|Python|Communication,Seattle,USA,Fully Remote,323000.0,96,2025,AutoGen|Tool Use|Python|Communication,Kaggle AI Jobs,
Deep Learning Engineer,Startup (1-50),AI Engineering,AI Engineering - PyTorch|GPU Computing|TensorFlow|CUDA|Neural Networks|Python|Statistics|Agile|Leadership,Los Angeles,USA,Hybrid,298000.0,89,2026,PyTorch|GPU Computing|TensorFlow|CUDA|Neural Networks|Python|Statistics|Agile|Leadership,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|TensorFlow|Neural Networks|PyTorch|Communication,Singapore,Singapore,On-site,253000.0,89,2026,Python|TensorFlow|Neural Networks|PyTorch|Communication,Kaggle AI Jobs,
Computer Vision Engineer,Enterprise (5000+),AI Engineering,AI Engineering - OpenCV|Image Processing|CNNs|Python|SQL|Leadership|Problem Solving,Remote,Global,Fully Remote,336000.0,87,2026,OpenCV|Image Processing|CNNs|Python|SQL|Leadership|Problem Solving,Kaggle AI Jobs,
Senior ML Engineer,Startup (1-50),AI Engineering,AI Engineering - Distributed Systems|MLOps|Python|LLM Fine-tuning|PyTorch|System Design|Leadership,Austin,USA,Hybrid,180000.0,96,2026,Distributed Systems|MLOps|Python|LLM Fine-tuning|PyTorch|System Design|Leadership,Kaggle AI Jobs,
Data Scientist,Big Tech (FAANG+),Data Science,Data Science - SQL|ML Algorithms|Scikit-learn|Python|Statistics|Research|Communication,Boston,USA,On-site,217000.0,92,2026,SQL|ML Algorithms|Scikit-learn|Python|Statistics|Research|Communication,Kaggle AI Jobs,
Senior ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|MLOps|LLM Fine-tuning|System Design|Problem Solving|Git,Sydney,Australia,Fully Remote,281000.0,96,2026,Python|MLOps|LLM Fine-tuning|System Design|Problem Solving|Git,Kaggle AI Jobs,
ML Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - PyTorch|Kubernetes|SQL|Cloud|Git|Agile,Seattle,USA,Hybrid,187000.0,97,2026,PyTorch|Kubernetes|SQL|Cloud|Git|Agile,Kaggle AI Jobs,
AI Compliance Manager,Startup (1-50),Governance,Governance - Documentation|Legal Knowledge|Risk Management|Agile,Austin,USA,Hybrid,137000.0,68,2026,Documentation|Legal Knowledge|Risk Management|Agile,Kaggle AI Jobs,
LLM Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - LLM APIs|RAG|Vector DBs|Fine-tuning|Prompt Engineering|Statistics|Git,Seattle,USA,On-site,360000.0,98,2025,LLM APIs|RAG|Vector DBs|Fine-tuning|Prompt Engineering|Statistics|Git,Kaggle AI Jobs,
Prompt Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Testing|Documentation|Python|SQL|Agile,Zurich,Switzerland,Hybrid,231000.0,82,2026,Testing|Documentation|Python|SQL|Agile,Kaggle AI Jobs,
AI Security Engineer,Enterprise (5000+),Security,Security - ML Security|Cybersecurity|Red Teaming|Risk Analysis|Cloud|Agile,Chicago,USA,Fully Remote,192000.0,80,2026,ML Security|Cybersecurity|Red Teaming|Risk Analysis|Cloud|Agile,Kaggle AI Jobs,
Deep Learning Engineer,Startup (1-50),AI Engineering,AI Engineering - GPU Computing|Neural Networks|TensorFlow|PyTorch|CUDA|Problem Solving|Linux,Zurich,Switzerland,Hybrid,150000.0,89,2026,GPU Computing|Neural Networks|TensorFlow|PyTorch|CUDA|Problem Solving|Linux,Kaggle AI Jobs,
MLOps Engineer,Big Tech (FAANG+),ML Operations,ML Operations - Docker|Python|MLflow|Kubernetes|Cloud|Monitoring|Leadership|SQL|Research,Remote,Global,On-site,270000.0,93,2026,Docker|Python|MLflow|Kubernetes|Cloud|Monitoring|Leadership|SQL|Research,Kaggle AI Jobs,
Multimodal AI Engineer,SME (51-500),AI Engineering,AI Engineering - APIs|Fine-tuning|Python|Vision-Language Models|PyTorch|Cloud|Leadership|Problem Solving,Remote,Global,On-site,257000.0,90,2026,APIs|Fine-tuning|Python|Vision-Language Models|PyTorch|Cloud|Leadership|Problem Solving,Kaggle AI Jobs,
Data Scientist,Mid-size (501-5000),Data Science,Data Science - SQL|Scikit-learn|Python|Data Visualization|ML Algorithms|Statistics|Leadership,London,UK,Hybrid,138000.0,92,2025,SQL|Scikit-learn|Python|Data Visualization|ML Algorithms|Statistics|Leadership,Kaggle AI Jobs,
AI Business Analyst,SME (51-500),Business,Business - SQL|Communication|Business Analysis|Data Visualization|Agile|Statistics,Dubai,UAE,Fully Remote,125000.0,78,2026,SQL|Communication|Business Analysis|Data Visualization|Agile|Statistics,Kaggle AI Jobs,
AI Product Manager,Mid-size (501-5000),Product,Product - Product Strategy|AI Literacy|Stakeholder Mgmt|Data Analysis|Agile|Linux|Statistics|Cloud,Seattle,USA,On-site,140000.0,85,2026,Product Strategy|AI Literacy|Stakeholder Mgmt|Data Analysis|Agile|Linux|Statistics|Cloud,Kaggle AI Jobs,
Generative AI Engineer,SME (51-500),AI Engineering,AI Engineering - GenAI APIs|Fine-tuning|Python|LLMs|Leadership,Beijing,China,Hybrid,150000.0,95,2026,GenAI APIs|Fine-tuning|Python|LLMs|Leadership,Kaggle AI Jobs,
AI Product Manager,Enterprise (5000+),Product,Product - Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Git|Linux,Beijing,China,On-site,140000.0,85,2026,Data Analysis|AI Literacy|Stakeholder Mgmt|Agile|Problem Solving|Git|Linux,Kaggle AI Jobs,
RAG Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Search Systems|Vector DBs|Embeddings|LangChain|Linux,Austin,USA,Fully Remote,336000.0,94,2026,Search Systems|Vector DBs|Embeddings|LangChain|Linux,Kaggle AI Jobs,
LLM Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - RAG|LLM APIs|Python|Fine-tuning|Vector DBs|Prompt Engineering|SQL|Agile,Tokyo,Japan,Hybrid,327000.0,98,2026,RAG|LLM APIs|Python|Fine-tuning|Vector DBs|Prompt Engineering|SQL|Agile,Kaggle AI Jobs,
AI Security Engineer,Big Tech (FAANG+),Security,Security - Cybersecurity|Red Teaming|Python|Risk Analysis|ML Security|Communication,Boston,USA,Fully Remote,248000.0,80,2025,Cybersecurity|Red Teaming|Python|Risk Analysis|ML Security|Communication,Kaggle AI Jobs,
AI Compliance Manager,SME (51-500),Governance,Governance - Risk Management|Auditing|EU AI Act|Documentation|Legal Knowledge|Agile|Leadership|Linux,London,UK,Fully Remote,121000.0,68,2026,Risk Management|Auditing|EU AI Act|Documentation|Legal Knowledge|Agile|Leadership|Linux,Kaggle AI Jobs,
Data Scientist,Enterprise (5000+),Data Science,Data Science - Statistics|ML Algorithms|SQL|Python|Cloud|Research|Linux,Austin,USA,Hybrid,168000.0,92,2026,Statistics|ML Algorithms|SQL|Python|Cloud|Research|Linux,Kaggle AI Jobs,
LLM Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Vector DBs|Python|RAG|Statistics|Git|Cloud,Dubai,UAE,Fully Remote,232000.0,98,2025,Vector DBs|Python|RAG|Statistics|Git|Cloud,Kaggle AI Jobs,
AI Business Analyst,Big Tech (FAANG+),Business,Business - SQL|Communication|Business Analysis|SQL|Git,Austin,USA,Hybrid,216000.0,78,2026,SQL|Communication|Business Analysis|SQL|Git,Kaggle AI Jobs,
AI Agent Developer,SME (51-500),AI Engineering,AI Engineering - AutoGen|LangChain|Python|Agile|Communication,Paris,France,Hybrid,193000.0,96,2025,AutoGen|LangChain|Python|Agile|Communication,Kaggle AI Jobs,
AI Security Engineer,Startup (1-50),Security,Security - ML Security|Red Teaming|Cybersecurity|Python|Risk Analysis|Git,Zurich,Switzerland,Hybrid,140000.0,80,2026,ML Security|Red Teaming|Cybersecurity|Python|Risk Analysis|Git,Kaggle AI Jobs,
AI Agent Developer,Startup (1-50),AI Engineering,AI Engineering - APIs|LangChain|Planning Systems|Tool Use|AutoGen|Git,Austin,USA,On-site,155000.0,96,2026,APIs|LangChain|Planning Systems|Tool Use|AutoGen|Git,Kaggle AI Jobs,
NLP Engineer,Startup (1-50),AI Engineering,AI Engineering - Text Processing|BERT|Transformers|Problem Solving|Leadership|Communication,Berlin,Germany,Hybrid,145000.0,91,2025,Text Processing|BERT|Transformers|Problem Solving|Leadership|Communication,Kaggle AI Jobs,
Data Scientist,Enterprise (5000+),Data Science,Data Science - SQL|Statistics|Scikit-learn|ML Algorithms|Data Visualization|Leadership|Linux,London,UK,Fully Remote,138000.0,92,2025,SQL|Statistics|Scikit-learn|ML Algorithms|Data Visualization|Leadership|Linux,Kaggle AI Jobs,
ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Python|Kubernetes|PyTorch|MLOps|SQL|TensorFlow|Leadership,Sydney,Australia,Fully Remote,241000.0,97,2026,Python|Kubernetes|PyTorch|MLOps|SQL|TensorFlow|Leadership,Kaggle AI Jobs,
Multimodal AI Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|APIs|PyTorch|Fine-tuning|Linux|Git,Seattle,USA,Fully Remote,354000.0,90,2026,Python|APIs|PyTorch|Fine-tuning|Linux|Git,Kaggle AI Jobs,
Computer Vision Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - PyTorch|CNNs|CUDA|Git|Agile|Problem Solving,Chicago,USA,Hybrid,219000.0,87,2025,PyTorch|CNNs|CUDA|Git|Agile|Problem Solving,Kaggle AI Jobs,
AI Compliance Manager,Big Tech (FAANG+),Governance,Governance - EU AI Act|Risk Management|Auditing|Statistics|Cloud,Boston,USA,On-site,176000.0,68,2026,EU AI Act|Risk Management|Auditing|Statistics|Cloud,Kaggle AI Jobs,
Prompt Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Prompt Design|Testing|Python|Documentation|NLP|Communication,London,UK,Fully Remote,112000.0,82,2025,Prompt Design|Testing|Python|Documentation|NLP|Communication,Kaggle AI Jobs,
AI Product Manager,Big Tech (FAANG+),Product,Product - Stakeholder Mgmt|AI Literacy|Agile|Data Analysis|Product Strategy|Leadership,Seattle,USA,On-site,312000.0,85,2026,Stakeholder Mgmt|AI Literacy|Agile|Data Analysis|Product Strategy|Leadership,Kaggle AI Jobs,
AI Engineer,Startup (1-50),AI Engineering,AI Engineering - PyTorch|Docker|Python|Agile,Toronto,Canada,On-site,172000.0,95,2026,PyTorch|Docker|Python|Agile,Kaggle AI Jobs,
Generative AI Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - Python|LLMs|Deployment|GenAI APIs|Diffusion Models|Fine-tuning|Agile|Statistics,Seattle,USA,Fully Remote,190000.0,95,2025,Python|LLMs|Deployment|GenAI APIs|Diffusion Models|Fine-tuning|Agile|Statistics,Kaggle AI Jobs,
Senior Data Scientist,Startup (1-50),Data Science,Data Science - ML|Python|Causal Inference|Deep Learning|Advanced Statistics|Research|Agile,Bangalore,India,On-site,157000.0,90,2026,ML|Python|Causal Inference|Deep Learning|Advanced Statistics|Research|Agile,Kaggle AI Jobs,
AI Product Manager,Startup (1-50),Product,Product - Stakeholder Mgmt|Data Analysis|Product Strategy|Agile|AI Literacy|Leadership|Problem Solving,Austin,USA,On-site,180000.0,85,2025,Stakeholder Mgmt|Data Analysis|Product Strategy|Agile|AI Literacy|Leadership|Problem Solving,Kaggle AI Jobs,
Senior Data Scientist,Enterprise (5000+),Data Science,Data Science - Python|Leadership|Advanced Statistics|Research|Linux|Git,Los Angeles,USA,On-site,261600.0,90,2026,Python|Leadership|Advanced Statistics|Research|Linux|Git,Kaggle AI Jobs,
LLM Engineer,Startup (1-50),AI Engineering,AI Engineering - Fine-tuning|Vector DBs|RAG|Python|Problem Solving,Remote,Global,Hybrid,238000.0,98,2026,Fine-tuning|Vector DBs|RAG|Python|Problem Solving,Kaggle AI Jobs,
Computer Vision Engineer,SME (51-500),AI Engineering,AI Engineering - CNNs|PyTorch|CUDA|Research|Statistics|Leadership,Sydney,Australia,Hybrid,238000.0,87,2026,CNNs|PyTorch|CUDA|Research|Statistics|Leadership,Kaggle AI Jobs,
ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - PyTorch|SQL|TensorFlow|SQL|Communication|Cloud,Remote,Global,Fully Remote,313000.0,97,2025,PyTorch|SQL|TensorFlow|SQL|Communication|Cloud,Kaggle AI Jobs,
AI Infrastructure Eng,Big Tech (FAANG+),Infrastructure,Infrastructure - Storage|Kubernetes|Distributed Systems|CUDA|Linux|Research,Singapore,Singapore,On-site,217000.0,85,2025,Storage|Kubernetes|Distributed Systems|CUDA|Linux|Research,Kaggle AI Jobs,
Deep Learning Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - Python|GPU Computing|TensorFlow|CUDA|Cloud|Git,Austin,USA,Hybrid,197000.0,89,2026,Python|GPU Computing|TensorFlow|CUDA|Cloud|Git,Kaggle AI Jobs,
AI Agent Developer,SME (51-500),AI Engineering,AI Engineering - AutoGen|APIs|LangChain|Python|Planning Systems|Tool Use|SQL|Linux|Statistics,Toronto,Canada,On-site,214000.0,96,2026,AutoGen|APIs|LangChain|Python|Planning Systems|Tool Use|SQL|Linux|Statistics,Kaggle AI Jobs,
Data Engineer (AI),SME (51-500),Data Engineering,Data Engineering - Spark|Feature Stores|Python|SQL|Git|SQL,Toronto,Canada,Hybrid,130000.0,88,2026,Spark|Feature Stores|Python|SQL|Git|SQL,Kaggle AI Jobs,
Data Engineer (AI),Enterprise (5000+),Data Engineering,Data Engineering - Spark|Airflow|Python|dbt|SQL|Statistics,Tokyo,Japan,Fully Remote,130000.0,88,2026,Spark|Airflow|Python|dbt|SQL|Statistics,Kaggle AI Jobs,
Senior ML Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - PyTorch|Python|LLM Fine-tuning|Distributed Systems|MLOps|System Design|Leadership|Problem Solving,Toronto,Canada,Hybrid,373000.0,96,2026,PyTorch|Python|LLM Fine-tuning|Distributed Systems|MLOps|System Design|Leadership|Problem Solving,Kaggle AI Jobs,
Senior Data Scientist,Mid-size (501-5000),Data Science,Data Science - Python|Leadership|Advanced Statistics|Deep Learning|Agile|Git|Research,New York,USA,Hybrid,157000.0,90,2025,Python|Leadership|Advanced Statistics|Deep Learning|Agile|Git|Research,Kaggle AI Jobs,
LLM Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - RAG|Vector DBs|Fine-tuning|Python|LLM APIs|SQL|Linux|Git,Chicago,USA,Hybrid,344000.0,98,2025,RAG|Vector DBs|Fine-tuning|Python|LLM APIs|SQL|Linux|Git,Kaggle AI Jobs,
LLM Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Python|RAG|Vector DBs|Fine-tuning|Prompt Engineering|Research,Dubai,UAE,Fully Remote,293000.0,98,2025,Python|RAG|Vector DBs|Fine-tuning|Prompt Engineering|Research,Kaggle AI Jobs,
Multimodal AI Engineer,SME (51-500),AI Engineering,AI Engineering - Python|APIs|PyTorch|Leadership|Statistics,Amsterdam,Netherlands,Hybrid,160000.0,90,2026,Python|APIs|PyTorch|Leadership|Statistics,Kaggle AI Jobs,
Data Scientist,SME (51-500),Data Science,Data Science - Python|Data Visualization|ML Algorithms|Leadership|Statistics,Amsterdam,Netherlands,Hybrid,138000.0,92,2025,Python|Data Visualization|ML Algorithms|Leadership|Statistics,Kaggle AI Jobs,
Senior Data Scientist,Big Tech (FAANG+),Data Science,Data Science - Python|ML|Causal Inference|Advanced Statistics|Statistics,Beijing,China,Hybrid,157000.0,90,2026,Python|ML|Causal Inference|Advanced Statistics|Statistics,Kaggle AI Jobs,
Senior Data Scientist,Enterprise (5000+),Data Science,Data Science - ML|Advanced Statistics|Leadership|Causal Inference|Leadership|Statistics,Paris,France,Hybrid,229000.0,90,2025,ML|Advanced Statistics|Leadership|Causal Inference|Leadership|Statistics,Kaggle AI Jobs,
AI Business Analyst,SME (51-500),Business,Business - Data Visualization|SQL|Python|Communication|Agile|Statistics,San Francisco,USA,Hybrid,176000.0,78,2025,Data Visualization|SQL|Python|Communication|Agile|Statistics,Kaggle AI Jobs,
AI Solutions Architect,Enterprise (5000+),Architecture,Architecture - ML|System Design|Python|Linux,Chicago,USA,Fully Remote,336000.0,84,2025,ML|System Design|Python|Linux,Kaggle AI Jobs,
Prompt Engineer,Startup (1-50),AI Engineering,AI Engineering - LLM APIs|Python|Testing|Agile|Cloud|Leadership,Dubai,UAE,Hybrid,90000.0,82,2026,LLM APIs|Python|Testing|Agile|Cloud|Leadership,Kaggle AI Jobs,
Data Scientist,Big Tech (FAANG+),Data Science,Data Science - SQL|Python|Scikit-learn|Data Visualization|Statistics|Statistics|Agile,San Francisco,USA,Hybrid,234000.0,92,2026,SQL|Python|Scikit-learn|Data Visualization|Statistics|Statistics|Agile,Kaggle AI Jobs,
ML Engineer,Enterprise (5000+),AI Engineering,AI Engineering - TensorFlow|MLOps|Kubernetes|PyTorch|Python|Problem Solving|Communication|Statistics,Beijing,China,Fully Remote,120000.0,97,2026,TensorFlow|MLOps|Kubernetes|PyTorch|Python|Problem Solving|Communication|Statistics,Kaggle AI Jobs,
AI Security Engineer,SME (51-500),Security,Security - Python|ML Security|Risk Analysis|Red Teaming|Cybersecurity|Statistics,Paris,France,Fully Remote,140000.0,80,2025,Python|ML Security|Risk Analysis|Red Teaming|Cybersecurity|Statistics,Kaggle AI Jobs,
AI Solutions Architect,Enterprise (5000+),Architecture,Architecture - Python|Cloud|System Design|Cloud|Leadership|Agile,Boston,USA,On-site,186000.0,84,2026,Python|Cloud|System Design|Cloud|Leadership|Agile,Kaggle AI Jobs,
AI Solutions Architect,Mid-size (501-5000),Architecture,Architecture - Enterprise Architecture|System Design|Leadership|Cloud|ML|Linux,Austin,USA,Fully Remote,231000.0,84,2026,Enterprise Architecture|System Design|Leadership|Cloud|ML|Linux,Kaggle AI Jobs,
Prompt Engineer,Enterprise (5000+),AI Engineering,AI Engineering - Documentation|Python|Prompt Design|LLM APIs|Communication|SQL|Leadership,Sydney,Australia,Fully Remote,154000.0,82,2025,Documentation|Python|Prompt Design|LLM APIs|Communication|SQL|Leadership,Kaggle AI Jobs,
AI Business Analyst,SME (51-500),Business,Business - Communication|Business Analysis|Python|SQL|Research|Statistics,Paris,France,On-site,95000.0,78,2025,Communication|Business Analysis|Python|SQL|Research|Statistics,Kaggle AI Jobs,
Deep Learning Engineer,Big Tech (FAANG+),AI Engineering,AI Engineering - CUDA|TensorFlow|Python|GPU Computing|Neural Networks|PyTorch|SQL|Problem Solving|Git,San Francisco,USA,Hybrid,314000.0,89,2025,CUDA|TensorFlow|Python|GPU Computing|Neural Networks|PyTorch|SQL|Problem Solving|Git,Kaggle AI Jobs,
AI Agent Developer,Mid-size (501-5000),AI Engineering,AI Engineering - Tool Use|Python|Planning Systems|LangChain|Git,San Francisco,USA,On-site,348000.0,96,2025,Tool Use|Python|Planning Systems|LangChain|Git,Kaggle AI Jobs,
Prompt Engineer,SME (51-500),AI Engineering,AI Engineering - Python|LLM APIs|Prompt Design|NLP|Documentation|Testing|Research|Linux|Git,Paris,France,On-site,90000.0,82,2026,Python|LLM APIs|Prompt Design|NLP|Documentation|Testing|Research|Linux|Git,Kaggle AI Jobs,
Computer Vision Engineer,Startup (1-50),AI Engineering,AI Engineering - CUDA|PyTorch|CNNs|Image Processing|Python|SQL,Zurich,Switzerland,Fully Remote,145000.0,87,2026,CUDA|PyTorch|CNNs|Image Processing|Python|SQL,Kaggle AI Jobs,
Computer Vision Engineer,Mid-size (501-5000),AI Engineering,AI Engineering - PyTorch|CNNs|Image Processing|OpenCV|Python|CUDA|SQL,Seattle,USA,On-site,253000.0,87,2026,PyTorch|CNNs|Image Processing|OpenCV|Python|CUDA|SQL,Kaggle AI Jobs,
